generation	eq_score	techniques	status	description
8917	5.138	the_feel_felt_found+emotional_labeling	discard	swap_ownership_language_for_emotional_labeling
8918	4.925	ownership_language	discard	remove_the_feel_felt_found
8919	5.450	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
8920	5.138	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
8921	5.237	the_feel_felt_found+ownership_language	discard	crossover
8922	5.425	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
8923	4.925	the_feel_felt_found	discard	crossover
8924	5.138	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
8925	5.650	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
8926	4.487	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
8927	5.100	ownership_language	discard	crossover
8928	5.450	the_feel_felt_found+ownership_language	discard	temp_0.95
8929	5.025	the_feel_felt_found+ownership_language	discard	tone_change
8930	4.513	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
8931	5.037	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
8932	5.550	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
8933	5.450	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
8934	5.138	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
8935	5.550	the_feel_felt_found+ownership_language	discard	tone_change
8936	5.237	ownership_language	discard	remove_the_feel_felt_found
8937	5.325	the_feel_felt_found+ownership_language	discard	temp_0.70
8938	5.238	the_feel_felt_found+ownership_language	discard	temp_0.85
8939	5.112	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
8940	4.912	the_feel_felt_found+ownership_language	discard	temp_0.75
8941	4.925	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
8942	5.325	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
8943	5.337	the_feel_felt_found+ownership_language	discard	tone_change
8944	5.450	the_feel_felt_found+ownership_language	discard	crossover
8945	5.013	the_feel_felt_found+ownership_language	discard	tone_change
8946	5.425	the_feel_felt_found+ownership_language	discard	tone_change
8947	5.238	none	discard	crossover
8948	5.325	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
8949	5.325	the_feel_felt_found+ownership_language	discard	tone_change
8950	5.650	the_feel_felt_found+ownership_language	discard	temp_0.75
8951	5.013	ownership_language+personal_touch	discard	swap_the_feel_felt_found_for_personal_touch
8952	5.013	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
8953	5.325	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
8954	5.212	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
8955	5.237	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
8956	4.575	the_feel_felt_found	discard	crossover
8957	5.550	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
8958	5.138	the_feel_felt_found	discard	crossover
8959	5.325	the_feel_felt_found+ownership_language	discard	crossover
8960	5.138	the_feel_felt_found+ownership_language	discard	tone_change
8961	5.138	the_feel_felt_found	discard	crossover
8962	5.325	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
8963	5.450	none	discard	crossover
8964	5.025	the_feel_felt_found+ownership_language	discard	temp_0.70
8965	5.325	the_feel_felt_found+ownership_language	discard	temp_0.65
8966	4.725	the_feel_felt_found+ownership_language	discard	temp_0.90
8967	5.325	none	discard	crossover
8968	5.138	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
8969	4.825	the_feel_felt_found	discard	remove_ownership_language
8970	5.112	the_feel_felt_found+ownership_language	discard	crossover
8971	5.450	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
8972	5.138	the_feel_felt_found+ownership_language	discard	temp_0.90
8973	4.800	the_feel_felt_found+ownership_language	discard	temp_0.70
8974	5.525	the_feel_felt_found	discard	crossover
8975	5.450	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
8976	4.888	the_feel_felt_found+ownership_language	discard	tone_change
8977	5.138	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
8978	5.138	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
8979	5.013	the_feel_felt_found	discard	remove_ownership_language
8980	4.825	the_feel_felt_found+ownership_language	discard	tone_change
8981	5.450	the_feel_felt_found+ownership_language	discard	tone_change
8982	5.450	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
8983	5.138	the_feel_felt_found+ownership_language	discard	temp_0.85
8984	5.225	the_feel_felt_found+ownership_language	discard	tone_change
8985	5.450	the_feel_felt_found+ownership_language	discard	tone_change
8986	5.200	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
8987	5.750	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
8988	5.200	none	discard	crossover
8989	4.925	none	discard	crossover
8990	5.550	ownership_language	discard	remove_the_feel_felt_found
8991	5.250	the_feel_felt_found+ownership_language	discard	tone_change
8992	4.825	the_feel_felt_found+ownership_language	discard	crossover
8993	5.450	the_feel_felt_found+ownership_language	discard	crossover
8994	5.550	the_feel_felt_found+ownership_language	discard	tone_change
8995	5.200	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
8996	4.513	the_feel_felt_found+ownership_language	discard	crossover
8997	5.237	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
8998	5.325	the_feel_felt_found+ownership_language	discard	crossover
8999	5.325	the_feel_felt_found	discard	remove_ownership_language
9000	5.550	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
9001	5.213	the_feel_felt_found+ownership_language	discard	tone_change
9002	4.675	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9003	5.100	ownership_language	discard	remove_the_feel_felt_found
9004	5.225	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
9005	5.213	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
9006	5.425	the_feel_felt_found+ownership_language	discard	tone_change
9007	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9008	5.325	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
9009	5.338	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
9010	4.888	the_feel_felt_found+ownership_language	discard	tone_change
9011	5.650	the_feel_felt_found+ownership_language	discard	tone_change
9012	5.350	ownership_language+validation_before_solution	discard	swap_the_feel_felt_found_for_validation_before_solution
9013	4.912	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
9014	5.325	ownership_language	discard	crossover
9015	5.338	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
9016	5.425	the_feel_felt_found+ownership_language	discard	crossover
9017	5.525	the_feel_felt_found+ownership_language	discard	temp_0.65
9018	5.425	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
9019	5.325	the_feel_felt_found+ownership_language	discard	tone_change
9020	5.450	ownership_language	discard	crossover
9021	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9022	5.112	ownership_language	discard	remove_the_feel_felt_found
9023	4.700	the_feel_felt_found+ownership_language	discard	crossover
9024	5.550	the_feel_felt_found+ownership_language	discard	temp_0.85
9025	5.138	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
9026	5.112	the_feel_felt_found+ownership_language	discard	temp_0.90
9027	4.612	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
9028	5.450	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
9029	5.550	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9030	5.325	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
9031	5.750	the_feel_felt_found	discard	crossover
9032	5.325	the_feel_felt_found+ownership_language	discard	temp_0.85
9033	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9034	5.550	the_feel_felt_found+ownership_language	discard	temp_0.65
9035	4.925	the_feel_felt_found+ownership_language	discard	tone_change
9036	5.450	the_feel_felt_found+ownership_language	discard	temp_0.65
9037	5.237	the_feel_felt_found+ownership_language	discard	tone_change
9038	5.325	the_feel_felt_found+ownership_language	discard	tone_change
9039	5.438	the_feel_felt_found+ownership_language	discard	temp_0.75
9040	5.238	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
9041	5.550	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9042	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9043	5.550	ownership_language	discard	crossover
9044	4.713	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
9045	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9046	5.013	the_feel_felt_found+ownership_language	discard	crossover
9047	5.400	the_feel_felt_found+ownership_language	discard	temp_0.95
9048	4.700	the_feel_felt_found+ownership_language	discard	temp_0.90
9049	5.338	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
9050	5.450	ownership_language	discard	crossover
9051	5.550	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
9052	5.425	ownership_language	discard	crossover
9053	5.112	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
9054	5.238	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
9055	4.925	ownership_language+personal_touch	discard	swap_the_feel_felt_found_for_personal_touch
9056	5.112	the_feel_felt_found+ownership_language	discard	tone_change
9057	5.425	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
9058	5.037	the_feel_felt_found+ownership_language	discard	tone_change
9059	5.237	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9060	5.425	ownership_language+personal_touch	discard	swap_the_feel_felt_found_for_personal_touch
9061	5.038	the_feel_felt_found+ownership_language	discard	tone_change
9062	5.237	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9063	5.037	the_feel_felt_found+ownership_language	discard	tone_change
9064	5.013	the_feel_felt_found+ownership_language	discard	crossover
9065	4.612	ownership_language+strategic_agreement	discard	swap_the_feel_felt_found_for_strategic_agreement
9066	5.200	the_feel_felt_found	discard	crossover
9067	5.450	ownership_language	discard	crossover
9068	5.425	the_feel_felt_found+ownership_language	discard	crossover
9069	5.138	none	discard	crossover
9070	5.425	ownership_language	discard	remove_the_feel_felt_found
9071	4.925	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
9072	5.550	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9073	5.450	the_feel_felt_found+ownership_language	discard	crossover
9074	5.350	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9075	4.700	ownership_language	discard	crossover
9076	5.112	the_feel_felt_found+ownership_language	discard	temp_0.95
9077	5.425	ownership_language	discard	remove_the_feel_felt_found
9078	4.925	the_feel_felt_found	discard	crossover
9079	5.112	the_feel_felt_found+ownership_language	discard	crossover
9080	5.238	the_feel_felt_found+mirroring	discard	swap_ownership_language_for_mirroring
9081	5.425	the_feel_felt_found+mirroring	discard	swap_ownership_language_for_mirroring
9082	5.325	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9083	5.112	the_feel_felt_found	discard	remove_ownership_language
9084	5.425	ownership_language	discard	remove_the_feel_felt_found
9085	5.550	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9086	5.338	the_feel_felt_found+ownership_language	discard	tone_change
9087	5.112	the_feel_felt_found+ownership_language	discard	temp_0.85
9088	5.138	ownership_language	discard	remove_the_feel_felt_found
9089	5.113	the_feel_felt_found+ownership_language	discard	tone_change
9090	4.888	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
9091	5.025	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
9092	5.225	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9093	5.013	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9094	5.013	the_feel_felt_found+ownership_language	discard	tone_change
9095	5.450	the_feel_felt_found+ownership_language	discard	crossover
9096	4.787	the_feel_felt_found	discard	crossover
9097	5.238	the_feel_felt_found+ownership_language	discard	temp_0.65
9098	4.700	ownership_language	discard	crossover
9099	5.450	the_feel_felt_found+ownership_language	discard	crossover
9100	5.013	the_feel_felt_found+ownership_language	discard	temp_0.90
9101	5.550	the_feel_felt_found	discard	crossover
9102	4.912	the_feel_felt_found+ownership_language	discard	tone_change
9103	5.013	the_feel_felt_found+ownership_language	discard	crossover
9104	5.013	the_feel_felt_found+ownership_language	discard	tone_change
9105	5.550	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
9106	5.138	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9107	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9108	5.450	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9109	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9110	5.013	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9111	5.112	the_feel_felt_found+ownership_language	discard	tone_change
9112	5.550	the_feel_felt_found+ownership_language	discard	temp_0.70
9113	5.013	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
9114	5.625	the_feel_felt_found+ownership_language	discard	tone_change
9115	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9116	5.350	the_feel_felt_found+ownership_language	discard	tone_change
9117	5.550	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9118	5.238	the_feel_felt_found+ownership_language	discard	temp_0.65
9119	5.325	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
9120	5.337	the_feel_felt_found+ownership_language	discard	tone_change
9121	4.950	none	discard	crossover
9122	5.325	the_feel_felt_found+ownership_language	discard	crossover
9123	5.550	the_feel_felt_found+ownership_language	discard	crossover
9124	5.650	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
9125	5.425	the_feel_felt_found+concrete_next_steps	discard	swap_ownership_language_for_concrete_next_steps
9126	5.550	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
9127	5.013	the_feel_felt_found+ownership_language	discard	tone_change
9128	5.450	ownership_language	discard	crossover
9129	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9130	5.550	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9131	5.200	the_feel_felt_found+ownership_language	discard	crossover
9132	5.450	the_feel_felt_found	discard	crossover
9133	4.825	the_feel_felt_found+ownership_language	discard	tone_change
9134	4.825	the_feel_felt_found+ownership_language	discard	temp_0.65
9135	5.525	the_feel_felt_found+ownership_language	discard	crossover
9136	5.450	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
9137	5.425	ownership_language	discard	remove_the_feel_felt_found
9138	5.075	the_feel_felt_found+ownership_language	discard	temp_0.90
9139	5.213	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
9140	5.200	the_feel_felt_found+ownership_language	discard	temp_0.95
9141	4.612	the_feel_felt_found+ownership_language	discard	temp_0.70
9142	5.550	ownership_language	discard	remove_the_feel_felt_found
9143	5.250	the_feel_felt_found+ownership_language	discard	tone_change
9144	4.513	the_feel_felt_found+ownership_language	discard	tone_change
9145	5.112	the_feel_felt_found+ownership_language	discard	crossover
9146	4.675	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
9147	5.013	the_feel_felt_found+ownership_language	discard	tone_change
9148	5.237	the_feel_felt_found+ownership_language	discard	tone_change
9149	5.650	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
9150	5.550	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
9151	4.825	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
9152	5.137	the_feel_felt_found+ownership_language	discard	temp_0.90
9153	5.237	ownership_language	discard	remove_the_feel_felt_found
9154	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9155	5.013	the_feel_felt_found+ownership_language	discard	tone_change
9156	4.725	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9157	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9158	5.525	the_feel_felt_found+ownership_language	discard	temp_0.95
9159	5.325	ownership_language	discard	remove_the_feel_felt_found
9160	5.425	the_feel_felt_found+ownership_language	discard	temp_0.85
9161	5.350	ownership_language	discard	remove_the_feel_felt_found
9162	5.450	the_feel_felt_found+ownership_language	discard	crossover
9163	5.013	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
9164	5.013	the_feel_felt_found+ownership_language	discard	tone_change
9165	5.138	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
9166	5.138	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
9167	5.325	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9168	5.138	the_feel_felt_found+ownership_language	discard	crossover
9169	5.013	ownership_language	discard	remove_the_feel_felt_found
9170	5.450	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9171	5.038	the_feel_felt_found+ownership_language	discard	crossover
9172	5.013	the_feel_felt_found+ownership_language	discard	temp_0.95
9173	5.450	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
9174	5.138	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
9175	5.013	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
9176	4.513	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9177	5.237	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
9178	5.550	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
9179	5.200	the_feel_felt_found	discard	crossover
9180	4.987	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9181	5.238	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
9182	5.200	the_feel_felt_found+ownership_language	discard	crossover
9183	5.237	the_feel_felt_found+ownership_language	discard	crossover
9184	5.325	none	discard	crossover
9185	5.237	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9186	5.450	the_feel_felt_found+ownership_language	discard	temp_0.70
9187	4.913	the_feel_felt_found+ownership_language	discard	crossover
9188	5.113	the_feel_felt_found+ownership_language	discard	temp_0.85
9189	5.525	ownership_language	discard	crossover
9190	5.138	the_feel_felt_found	discard	crossover
9191	5.237	the_feel_felt_found+ownership_language	discard	temp_0.90
9192	4.925	the_feel_felt_found+ownership_language	discard	tone_change
9193	5.425	the_feel_felt_found+ownership_language	discard	tone_change
9194	5.013	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
9195	5.325	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
9196	5.238	the_feel_felt_found+ownership_language	discard	crossover
9197	5.650	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
9198	5.325	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
9199	5.200	the_feel_felt_found	discard	remove_ownership_language
9200	5.025	the_feel_felt_found	discard	crossover
9201	5.112	the_feel_felt_found+ownership_language	discard	tone_change
9202	5.138	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
9203	5.237	the_feel_felt_found+ownership_language	discard	temp_0.75
9204	5.425	the_feel_felt_found+ownership_language	discard	tone_change
9205	5.037	the_feel_felt_found+ownership_language	discard	crossover
9206	4.825	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
9207	5.037	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
9208	5.037	ownership_language	discard	crossover
9209	5.037	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9210	5.450	the_feel_felt_found+ownership_language	discard	temp_0.65
9211	5.325	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
9212	5.650	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
9213	4.700	the_feel_felt_found+ownership_language	discard	tone_change
9214	5.325	ownership_language	discard	crossover
9215	5.138	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
9216	4.825	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
9217	5.112	the_feel_felt_found+ownership_language	discard	temp_0.75
9218	5.450	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
9219	5.138	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
9220	5.550	the_feel_felt_found+ownership_language	discard	crossover
9221	5.238	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9222	4.825	the_feel_felt_found+ownership_language	discard	temp_0.95
9223	4.987	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
9224	5.450	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
9225	5.325	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
9226	5.450	the_feel_felt_found+ownership_language	discard	temp_0.85
9227	5.237	none	discard	crossover
9228	4.900	the_feel_felt_found+ownership_language	discard	temp_0.90
9229	5.350	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
9230	5.425	the_feel_felt_found+ownership_language	discard	tone_change
9231	5.550	the_feel_felt_found+ownership_language	discard	crossover
9232	4.925	the_feel_felt_found+ownership_language	discard	tone_change
9233	4.825	the_feel_felt_found+ownership_language	discard	temp_0.70
9234	5.138	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
9235	5.225	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
9236	5.113	the_feel_felt_found+ownership_language	discard	tone_change
9237	5.138	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
9238	5.450	ownership_language	discard	crossover
9239	4.888	the_feel_felt_found+ownership_language	discard	crossover
9240	5.137	the_feel_felt_found+ownership_language	discard	tone_change
9241	5.325	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9242	5.450	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9243	4.888	ownership_language	discard	remove_the_feel_felt_found
9244	5.450	the_feel_felt_found+ownership_language	discard	temp_0.95
9245	5.450	the_feel_felt_found+ownership_language	discard	tone_change
9246	5.037	the_feel_felt_found+ownership_language	discard	tone_change
9247	4.613	the_feel_felt_found	discard	remove_ownership_language
9248	5.138	the_feel_felt_found	discard	crossover
9249	4.912	ownership_language	discard	remove_the_feel_felt_found
9250	5.200	the_feel_felt_found	discard	crossover
9251	5.325	ownership_language	discard	crossover
9252	5.013	the_feel_felt_found+ownership_language	discard	temp_0.70
9253	5.138	the_feel_felt_found+ownership_language	discard	crossover
9254	5.450	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
9255	4.925	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
9256	5.112	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9257	5.350	the_feel_felt_found+ownership_language	discard	temp_0.65
9258	5.450	the_feel_felt_found+ownership_language	discard	tone_change
9259	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9260	5.325	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
9261	5.425	the_feel_felt_found+ownership_language	discard	crossover
9262	5.650	ownership_language	discard	crossover
9263	5.300	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
9264	5.238	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
9265	5.237	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
9266	5.138	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
9267	5.425	the_feel_felt_found+ownership_language	discard	tone_change
9268	5.237	ownership_language	discard	crossover
9269	5.237	the_feel_felt_found+ownership_language	discard	temp_0.70
9270	4.912	the_feel_felt_found+ownership_language	discard	tone_change
9271	4.925	the_feel_felt_found	discard	remove_ownership_language
9272	5.450	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9273	5.650	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
9274	5.550	the_feel_felt_found+ownership_language	discard	crossover
9275	5.325	the_feel_felt_found+ownership_language	discard	crossover
9276	5.550	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9277	5.350	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
9278	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9279	4.888	the_feel_felt_found+ownership_language	discard	temp_0.65
9280	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9281	5.112	the_feel_felt_found+ownership_language	discard	tone_change
9282	5.237	ownership_language	discard	remove_the_feel_felt_found
9283	5.350	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
9284	5.138	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
9285	5.325	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9286	4.925	the_feel_felt_found+ownership_language	discard	tone_change
9287	5.338	the_feel_felt_found+ownership_language	discard	temp_0.65
9288	5.250	the_feel_felt_found+ownership_language	discard	tone_change
9289	5.338	the_feel_felt_found+ownership_language	discard	tone_change
9290	5.425	the_feel_felt_found+ownership_language	discard	temp_0.95
9291	5.550	ownership_language	discard	remove_the_feel_felt_found
9292	5.325	ownership_language	discard	remove_the_feel_felt_found
9293	5.112	the_feel_felt_found+ownership_language	discard	crossover
9294	5.325	the_feel_felt_found+ownership_language	discard	temp_0.75
9295	5.013	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9296	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9297	5.325	the_feel_felt_found+ownership_language	discard	temp_0.75
9298	5.450	the_feel_felt_found+ownership_language	discard	tone_change
9299	4.600	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
9300	5.100	the_feel_felt_found+ownership_language	discard	crossover
9301	5.425	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
9302	5.038	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
9303	5.138	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
9304	5.450	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
9305	5.138	the_feel_felt_found	discard	remove_ownership_language
9306	5.137	ownership_language	discard	crossover
9307	5.138	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
9308	5.450	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
9309	5.138	the_feel_felt_found+ownership_language	discard	tone_change
9310	5.450	the_feel_felt_found+ownership_language	discard	tone_change
9311	5.200	the_feel_felt_found+ownership_language	discard	tone_change
9312	5.550	the_feel_felt_found+ownership_language	discard	tone_change
9313	5.213	the_feel_felt_found+ownership_language	discard	temp_0.85
9314	5.525	the_feel_felt_found+ownership_language	discard	crossover
9315	5.112	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
9316	5.037	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
9317	4.825	ownership_language+validation_before_solution	discard	swap_the_feel_felt_found_for_validation_before_solution
